"assignment_id","job_type"
"29597","4"
"29596","8"
"29595","8"
"29594","1,8"
"29593","8"
"29592","7"
"29591","1"
"29590","1"
"29589","1"
"29588","1"
"29587","1"
"29586","1"
"29585","1"
"29584","1"
"29583","1"
"29582","1"
"29580","1"
"29579","2"
"29578","1"
"29577","7"
"29576","1"
"29575","3"
"29574","2"
"29573","4"
"29572","2"
"29571","1"
"29570","7"
"29569","1"
"29568","2"
"29567","1"
"29566","1"
"29565","2"
"29564","1"
"29563","8"
"29562","2"
"29561","1"
"29560","3"
"29559","2"
"29558","1"
"29557","1"
"29556","1"
"29555","1"
"29554","1"
"29553","1"
"29552","1"
"29551","1"
"29550","1"
"29549","1"
"29548","1"
"29547","8"
"29546","2"
"29545","1"
"29544","1"
"29543","1"
"29542","1"
"29541","1"
"29540","1"
"29539","2"
"29538","1"
"29537","1"
"29536","1,8"
"29535","8"
"29534","8"
"29533","1"
"29532","2"
"29531","1"
"29530","2"
"29529","1"
"29528","1"
"29527","1"
"29526","1"
"29525","1"
"29524","1"
"29522","2"
"29521","1"
"29520","1"
"29519","1"
"29518","1"
"29517","1"
"29516","1"
"29515","1"
"29514","1"
"29513","1"
"29512","1"
"29511","1"
"29510","1"
"29509","1"
"29508","1"
"29507","1"
"29506","1"
"29505","3"
"29504","2"
"29503","1,8"
"29502","1"
"29501","1"
"29500","2"
"29499","1"
"29498","2"
"29497","1"
"29496","2"
"29495","1"
"29494","1"
"29493","1"
"29491","1"
"29490","1"
"29489","1"
"29488","1"
"29487","1"
"29486","1"
"29485","1"
"29484","1"
"29483","1"
"29482","1"
"29481","1"
"29480","1"
"29479","1"
"29478","1"
"29477","1"
"29476","1"
"29474","1"
"29473","1"
"29472","1"
"29471","1"
"29470","1"
"29469","1"
"29468","1"
"29467","1,11"
"29466","1"
"29465","1"
"29464","1"
"29463","1,11"
"29462","1"
"29461","1"
"29460","1"
"29459","1"
"29458","1"
"29457","1"
"29456","1"
"29455","1"
"29454","1"
"29453","1,8"
"29452","1"
"29450","1"
"29449","1"
"29448","2"
"29447","3"
"29446","1"
"29445","2"
"29444","2"
"29443","1"
"29442","1"
"29441","1"
"29440","1"
"29439","1,8"
"29438","1"
"29437","1,8"
"29436","2"
"29435","1"
"29434","1"
"29433","1"
"29432","1"
"29430","3"
"29429","11"
"29428","3"
"29427","2"
"29426","1"
"29425","1"
"29424","1"
"29423","1"
"29422","1"
"29421","1"
"29420","2"
"29419","1"
"29418","1"
"29417","1"
"29416","11"
"29415","1"
"29413","1"
"29412","1"
"29411","1"
"29410","1"
"29409","2"
"29408","1"
"29407","2"
"29406","1"
"29405","2"
"29404","1"
"29403","2"
"29402","2"
"29401","1"
"29400","1"
"29399","2"
"29398","1"
"29397","2"
"29396","1"
"29395","1,8"
"29394","1"
"29393","1,8"
"29392","1"
"29391","1"
"29390","2"
"29389","1"
"29388","2"
"29387","3"
"29386","1,8"
"29385","3"
"29384","2"
"29383","2"
"29382","7"
"29381","1"
"29380","1"
"29379","1"
"29378","1"
"29377","1"
"29376","2"
"29375","2"
"29374","2"
"29373","1"
"29372","1"
"29371","1"
"29370","1"
"29369","1"
"29368","4"
"29367","1"
"29366","2"
"29365","1"
"29364","2"
"29363","1"
"29362","2"
"29361","1"
"29360","1"
"29359","1"
"29358","4"
"29357","2"
"29356","8"
"29355","1"
"29354","7"
"29353","1,11"
"29352","1"
"29351","4"
"29350","2"
"29349","2"
"29348","4"
"29347","1"
"29346","1"
"29345","12"
"29344","1"
"29343","8"
"29342","1"
"29341","1"
"29340","1"
"29339","1"
"29338","1"
"29337","1"
"29336","1"
"29335","1"
"29334","1"
"29333","1"
"29332","1"
"29331","1"
"29330","1"
"29329","2"
"29328","14"
"29327","14"
"29326","14"
"29325","1"
"29324","1"
"29323","1"
"29322","1"
"29321","1"
"29320","2"
"29319","1"
"29318","1"
"29317","3"
"29316","1"
"29315","1"
"29314","1"
"29313","1"
"29312","1"
"29311","1"
"29310","3"
"29309","1,8"
"29308","8"
"29307","1"
"29306","1"
"29305","2"
"29304","1"
"29303","1"
"29302","2"
"29301","1"
"29300","1"
"29299","1"
"29298","1"
"29297","1"
"29296","7"
"29295","1"
"29294","1"
"29293","1"
"29292","2"
"29291","1"
"29290","1"
"29289","1"
"29288","7"
"29287","1"
"29286","1"
"29285","1"
"29284","1"
"29283","2"
"29282","1"
"29281","1"
"29280","1"
"29279","1"
"29278","8"
"29277","1"
"29276","2"
"29275","3"
"29274","1"
"29273","1"
"29272","2"
"29271","1"
"29269","1"
"29268","1"
"29267","2"
"29266","1"
"29265","1,11"
"29264","8"
"29263","1"
"29262","1"
"29261","1"
"29260","1"
"29258","3"
"29257","1"
"29256","1"
"29255","1"
"29254","1"
"29253","4"
"29252","1"
"29251","2"
"29250","1"
"29249","3"
"29248","1"
"29247","1"
"29246","1"
"29245","1"
"29244","1"
"29243","1"
"29242","1"
"29241","2"
"29240","1"
"29239","1"
"29238","1"
"29237","1"
"29236","6"
"29235","1"
"29234","1"
"29233","1"
"29232","1"
"29231","1"
"29230","1"
"29229","1"
"29228","1"
"29227","1"
"29226","1"
"29225","11"
"29224","12"
"29223","1"
"29222","1"
"29221","1"
"29220","1"
"29219","1"
"29218","2"
"29217","11"
"29215","1"
"29214","1"
"29213","1"
"29212","2"
"29211","1"
"29210","1"
"29209","1"
"29208","1"
"29207","1"
"29206","1"
"29205","1"
"29204","1"
"29203","1"
"29202","1"
"29201","1"
"29200","1"
"29199","1"
"29198","1"
"29197","1"
"29196","1"
"29195","1"
"29194","1"
"29193","1"
"29192","1"
"29191","1"
"29190","1"
"29189","1"
"29188","1"
"29187","1"
"29186","1"
"29185","1"
"29184","1"
"29183","1"
"29182","1"
"29181","1"
"29180","1"
"29179","1"
"29178","1"
"29177","1"
"29176","1"
"29175","1"
"29174","8"
"29173","1"
"29172","1"
"29171","1"
"29170","1"
"29169","1"
"29168","1"
"29167","1"
"29165","1"
"29164","1"
"29163","1"
"29162","1"
"29161","1"
"29160","2"
"29159","1"
"29158","1"
"29157","2"
"29156","2"
"29155","1"
"29154","1"
"29153","1"
"29152","1"
"29151","1"
"29150","1"
"29149","1"
"29148","1"
"29147","1"
"29146","1"
"29145","1"
"29144","1"
"29143","3"
"29142","1"
"29140","1"
"29139","1"
"29138","1"
"29137","1"
"29136","1"
"29135","1"
"29134","1"
"29133","1"
"29132","2"
"29131","1,11"
"29130","1"
"29129","1"
"29128","2"
"29127","1"
"29126","1"
"29125","1"
"29124","7"
"29123","1,11"
"29122","8"
"29121","12"
"29120","1"
"29119","1"
"29118","3"
"29117","1"
"29116","1"
"29115","1"
"29114","3"
"29113","2"
"29112","3"
"29111","1"
"29110","1"
"29109","1"
"29108","1"
"29107","1"
"29106","1"
"29105","1"
"29104","3"
"29103","1"
"29102","1"
"29101","3"
"29100","1"
"29099","1,8"
"29098","1"
"29097","1"
"29096","1"
"29095","1"
"29094","1"
"29093","1"
"29092","1"
"29091","1"
"29090","1"
"29089","1"
"29088","1"
"29087","1"
"29086","3"
"29085","1"
"29084","3"
"29083","3"
"29082","1"
"29081","3"
"29080","3"
"29079","1"
"29078","1"
"29077","1"
"29076","1"
"29075","1"
"29074","2"
"29073","1"
"29072","1"
"29071","1"
"29070","1"
"29069","1"
"29068","1"
"29067","1"
"29066","1"
"29065","1,11"
"29064","1"
"29063","1"
"29062","1"
"29061","1"
"29060","14"
"29059","1"
"29058","1"
"29057","1"
"29056","1"
"29055","8"
"29054","1"
"29053","1"
"29052","1,11"
"29051","14"
"29050","14"
"29049","14"
"29048","14"
"29047","14"
"29046","1"
"29045","1"
"29044","2"
"29043","4"
"29042","2"
"29041","1"
"29040","1"
"29039","1"
"29038","1"
"29037","1"
"29036","1"
"29035","1"
"29034","1"
"29033","7"
"29032","1"
"29031","1"
"29030","1"
"29029","1"
"29028","1"
"29027","1"
"29026","1"
"29025","13"
"29024","1"
"29023","1"
"29022","1,8"
"29021","1"
"29020","1"
"29019","1"
"29018","1"
"29017","1"
"29016","8"
"29015","1"
"29014","1"
"29013","1"
"29012","1"
"29011","1"
"29010","1"
"29009","3"
"29008","2"
"29007","1"
"29006","1"
"29005","1"
"29004","1"
"29003","1"
"29002","1"
"29001","7"
"29000","1"
"28999","1"
"28998","1"
"28997","1"
"28996","1"
"28995","1"
"28994","2"
"28993","1"
"28992","1"
"28991","1"
"28990","1"
"28989","1"
"28988","1"
"28987","1"
"28986","1"
"28985","1"
"28984","11"
"28983","3"
"28982","2"
"28981","1,11"
"28980","1"
"28979","2"
"28978","3"
"28977","2"
"28976","1"
"28975","1"
"28974","1"
"28973","8"
"28972","3"
"28971","1"
"28970","1"
"28969","1"
"28968","3"
"28967","11"
"28966","3"
"28965","1"
"28964","3"
"28963","1"
"28962","7"
"28961","1"
"28960","1"
"28959","1"
"28958","2"
"28957","2"
"28956","11"
"28955","2"
"28954","1"
"28953","1"
"28952","1"
"28951","1"
"28950","1"
"28949","1"
"28948","1"
"28947","2"
"28946","1"
"28945","1"
"28944","1"
"28943","1"
"28942","1"
"28941","1"
"28940","1"
"28939","1"
"28938","1"
"28937","2"
"28936","3"
"28935","3"
"28934","3"
"28933","1"
"28932","2"
"28931","1"
"28930","1"
"28929","1"
"28928","1"
"28927","1"
"28926","13"
"28925","1"
"28924","1"
"28923","1"
"28922","1"
"28921","1"
"28920","1"
"28919","2"
"28918","1"
"28917","2"
"28916","1"
"28915","1"
"28914","8"
"28913","1"
"28912","1"
"28911","11"
"28910","1"
"28909","1"
"28908","1"
"28907","1"
"28906","1"
"28905","1"
"28904","1"
"28903","1"
"28902","2"
"28901","1"
"28900","2"
"28899","3"
"28898","1"
"28897","1"
"28895","1"
"28894","1"
"28893","1"
"28892","1"
"28891","1"
"28890","1"
"28889","1"
"28888","2"
"28887","1"
"28884","2"
"28883","1"
"28882","1"
"28880","1"
"28879","1"
"28878","1"
"28877","1"
"28876","1"
"28875","1"
"28874","1"
"28873","1"
"28872","1"
"28871","1"
"28870","1"
"28869","1"
"28868","1"
"28867","3"
"28866","1"
"28865","1"
"28864","1"
"28863","1"
"28862","1"
"28861","1"
"28860","1"
"28859","1"
"28858","3,11"
"28857","1"
"28856","1"
"28855","1"
"28854","1"
"28853","1"
"28852","2"
"28851","1"
"28850","2"
"28849","1"
"28848","7"
"28847","1"
"28846","1"
"28845","1"
"28844","1"
"28843","1"
"28842","1"
"28841","2"
"28840","1"
"28839","1"
"28838","1"
"28837","3"
"28836","1"
"28835","1"
"28834","1"
"28833","1"
"28832","1"
"28831","1,11"
"28830","1"
"28829","11"
"28828","1"
"28827","1"
"28826","2"
"28825","1"
"28824","1"
"28823","1"
"28822","1"
"28821","1"
"28820","1"
"28819","1"
"28818","1,11"
"28817","1"
"28816","3"
"28815","1"
"28814","1"
"28813","1"
"28812","1"
"28811","1"
"28810","1,11"
"28809","1"
"28808","1"
"28807","1"
"28806","8"
"28805","1"
"28804","1"
"28803","1"
"28802","1"
"28801","1"
"28800","1"
"28799","2"
"28798","1"
"28797","1"
"28796","1"
"28795","1"
"28794","1"
"28793","1"
"28792","1"
"28791","1"
"28790","1"
"28789","1"
"28788","1"
"28787","1"
"28786","1"
"28785","1"
"28784","1"
"28783","1"
"28782","1"
"28781","1"
"28780","1"
"28779","1"
"28778","1"
"28777","1"
"28776","1"
"28775","1"
"28774","1"
"28773","1"
"28772","3"
"28771","1"
"28770","1"
"28769","1"
"28768","1"
"28767","2"
"28766","1"
"28765","1"
"28764","1,11"
"28763","1,11"
"28762","4"
"28761","1"
"28760","1"
"28759","2"
"28758","1"
"28757","1"
"28756","1"
"28755","2"
"28754","1"
"28753","1"
"28752","1"
"28751","1"
"28750","1"
"28749","1"
"28748","1"
"28747","1"
"28746","1"
"28745","1"
"28744","1"
"28743","1"
"28742","1"
"28741","1"
"28740","1"
"28739","1"
"28738","1"
"28737","1"
"28736","1"
"28735","1"
"28734","1"
"28733","1"
"28732","1"
"28731","1"
"28730","1"
"28729","1"
"28728","1"
"28727","3"
"28726","1"
"28725","1"
"28724","1"
"28723","1"
"28722","1"
"28721","1"
"28720","2"
"28719","1"
"28718","1"
"28717","1"
"28716","1"
"28715","1"
"28714","1"
"28713","1"
"28712","1"
"28711","3"
"28710","2"
"28708","1"
"28707","1"
"28706","7"
"28705","1"
"28704","1"
"28703","1"
"28702","1"
"28701","1"
"28700","1"
"28699","3"
"28698","3"
"28697","1"
"28696","1"
"28695","1"
"28694","1"
"28693","1"
"28692","1"
"28691","1"
"28690","1"
"28689","2"
"28688","1"
"28687","1"
"28686","1"
"28685","1"
"28684","13"
"28683","1"
"28682","1"
"28681","1"
"28680","1"
"28679","1"
"28678","1"
"28677","1"
"28676","1"
"28675","1"
"28674","1"
"28673","1"
"28672","2"
"28671","1"
"28670","1"
"28669","1"
"28668","1"
"28667","1"
"28666","1"
"28665","1"
"28664","1"
"28663","1"
"28662","1"
"28661","1"
"28660","3"
"28659","2"
"28658","1"
"28657","1"
"28656","1"
"28655","1"
"28654","1"
"28653","2"
"28652","1"
"28651","1"
"28650","1"
"28649","1"
"28648","2"
"28647","1"
"28646","2"
"28645","2"
"28644","1"
"28643","1"
"28642","1"
"28641","1"
"28640","1"
"28639","1"
"28638","1"
"28637","1"
"28636","1"
"28635","1"
"28634","1"
"28633","1"
"28632","1"
"28631","1"
"28630","1"
"28629","1"
"28628","1"
"28627","1"
"28626","1"
"28625","1"
"28624","1"
"28623","1"
"28622","1"
"28621","1"
"28620","1"
"28619","1"
"28618","1"
"28617","1"
"28616","1"
"28615","1"
"28614","8"
"28613","1"
"28612","1"
"28611","1"
"28610","1"
"28609","1"
"28608","1"
"28607","1"
"28606","1"
"28605","1"
"28604","1"
"28603","1"
"28602","1"
"28601","1"
"28600","1"
"28599","1"
"28598","1"
"28597","1"
"28596","2"
"28595","1"
"28594","1"
"28593","1"
"28592","1"
"28591","7"
"28590","7"
"28589","1"
"28588","1"
"28587","1"
"28586","2"
"28585","1"
"28584","1"
"28583","1"
"28582","1"
"28581","1"
"28580","1"
"28579","1"
"28578","1"
"28577","1"
"28576","1"
"28575","1"
"28574","1"
"28573","1"
"28572","1"
"28571","1"
"28570","1,11"
"28569","1"
"28568","1"
"28567","1"
"28566","1"
"28565","1"
"28564","1"
"28563","2"
"28562","1"
"28561","1"
"28560","1"
"28559","1"
"28558","1"
"28557","1"
"28556","1"
"28555","1"
"28554","1"
"28553","1"
"28552","1,11"
"28551","1"
"28550","1"
"28549","1"
"28548","1"
"28547","3"
"28546","1"
"28545","1"
"28544","1,8"
"28543","1"
"28542","1"
"28541","1"
"28540","1"
"28539","1"
"28538","1"
"28537","1"
"28536","1"
"28535","1"
"28534","1"
"28533","1"
"28532","1,11"
"28531","1"
"28530","1"
"28529","1"
"28528","1"
"28527","3"
"28526","1"
"28525","1"
"28524","1"
"28523","1"
"28522","3"
"28521","1"
"28520","1"
"28519","1"
"28518","1"
"28517","1"
"28516","2"
"28515","1"
"28514","1"
"28513","1"
"28512","1"
"28511","1,11"
"28510","1"
"28509","2"
"28508","1"
"28507","1"
"28506","1"
"28505","2"
"28504","2"
"28503","1"
"28502","1"
"28501","1"
"28500","1"
"28499","1"
"28497","1"
"28496","1"
"28495","1"
"28494","1"
"28493","1"
"28492","1"
"28491","1"
"28490","1"
"28489","1"
"28488","1"
"28487","1"
"28486","1"
"28485","1"
"28484","1"
"28483","1"
"28482","1"
"28481","1"
"28480","7"
"28479","1"
"28478","1"
"28477","1"
"28476","1"
"28475","1"
"28474","1"
"28473","1"
"28472","1"
"28471","1"
"28470","1"
"28469","1"
"28468","1"
"28467","1"
"28466","1"
"28465","3"
"28464","1"
"28463","1"
"28462","1"
"28461","1"
"28460","1"
"28459","1"
"28458","1"
"28457","1"
"28456","1"
"28455","1"
"28454","1"
"28453","1"
"28452","1"
"28451","1"
"28450","1"
"28449","1"
"28448","1"
"28447","1"
"28446","1"
"28445","1"
"28444","1"
"28443","1"
"28442","3"
"28441","2"
"28440","1"
"28439","1"
"28438","1"
"28437","1"
"28436","1"
"28435","1"
"28434","1"
"28433","1"
"28432","1"
"28431","1"
"28430","1"
"28429","1"
"28428","1"
"28427","1"
"28426","1"
"28425","1"
"28424","1"
"28423","1"
"28422","1"
"28421","1"
"28420","1"
"28419","1"
"28418","1"
"28417","1"
"28416","1"
"28415","1"
"28414","1"
"28413","1"
"28412","1"
"28411","1"
"28410","1"
"28409","1"
"28408","1"
"28407","1,11"
"28406","1"
"28405","1"
"28404","1"
"28403","2"
"28402","1"
"28401","1"
"28400","1"
"28399","1"
"28398","1"
"28397","1"
"28396","1"
"28395","1"
"28394","1"
"28393","1"
"28392","1"
"28391","1"
"28390","1"
"28387","1"
"28386","1"
"28385","1"
"28384","1"
"28383","1"
"28382","1"
"28381","1"
"28380","1"
"28379","1"
"28378","3"
"28377","1"
"28376","1"
"28375","1"
"28374","1"
"28373","1"
"28372","1"
"28371","1"
"28370","1"
"28369","1"
"28368","1"
"28367","1"
"28366","1"
"28365","1"
"28364","1"
"28363","1"
"28362","1"
"28361","1"
"28360","1"
"28359","1"
"28358","1"
"28357","1"
"28356","1"
"28355","3"
"28354","1"
"28353","1"
"28352","1"
"28351","1"
"28350","1"
"28349","1"
"28348","1"
"28347","1"
"28346","1"
"28345","1"
"28344","1"
"28343","1"
"28342","1"
"28341","1"
"28340","11"
"28339","11"
"28338","1"
"28337","11"
"28336","1"
"28335","1"
"28334","1"
"28333","1"
"28332","3"
"28331","1"
"28330","1"
"28329","1"
"28328","3"
"28327","1"
"28326","1"
"28325","1"
"28324","1"
"28323","1"
"28322","1"
"28321","1"
"28320","3"
"28319","3"
"28318","1"
"28317","1"
"28316","1"
"28315","1"
"28314","1"
"28313","1"
"28312","1"
"28311","1"
"28310","1"
"28309","1"
"28308","1"
"28307","1"
"28306","1"
"28305","3"
"28304","1"
"28303","1"
"28302","1"
"28301","1"
"28300","1"
"28299","1"
"28298","1"
"28297","1"
"28296","1"
"28295","1"
"28294","1"
"28293","1"
"28292","1"
"28291","1"
"28290","1"
"28289","1"
"28288","1"
"28287","1"
"28286","1"
"28285","1"
"28284","1"
"28283","1"
"28282","3"
"28281","1"
"28280","1"
"28279","1"
"28278","1"
"28277","1"
"28276","1"
"28275","1"
"28274","1"
"28273","1"
"28272","1"
"28271","1"
"28270","1"
"28269","1"
"28268","11"
"28267","1,11"
"28266","11"
"28265","1"
"28264","1"
"28263","1"
"28262","1"
"28261","1"
"28260","1"
"28259","1"
"28258","1"
"28257","1"
"28256","1"
"28255","1"
"28254","1"
"28253","1"
"28252","1"
"28251","1"
"28250","1"
"28249","1"
"28248","1"
"28247","1"
"28246","1"
"28245","1"
"28244","1"
"28243","1"
"28242","1"
"28241","1"
"28240","1"
"28239","1"
"28238","1"
"28237","1"
"28236","11"
"28235","11"
"28234","1"
"28233","1"
"28232","1"
"28231","1"
"28230","1"
"28229","1"
"28228","1"
"28227","1"
"28226","2"
"28225","1"
"28224","1"
"28223","1"
"28222","1"
"28221","1"
"28220","1"
"28219","2"
"28218","1"
"28217","1"
"28216","1"
"28215","1"
"28214","3"
"28213","1"
"28212","1"
"28211","1"
"28210","1"
"28209","1"
"28208","1"
"28207","1"
"28206","1"
"28205","1"
"28204","1"
"28203","1,11"
"28202","1"
"28201","1"
"28200","1"
"28199","1"
"28198","4"
"28197","3"
"28196","1"
"28195","1"
"28194","1"
"28193","1"
"28192","1"
"28191","1"
"28190","1"
"28189","1"
"28188","1"
"28187","1"
"28186","1"
"28185","3"
"28184","1"
"28183","3"
"28182","3"
"28181","2"
"28180","1"
"28179","1"
"28178","1"
"28177","3"
"28176","1"
"28175","1"
"28174","1"
"28173","1"
"28172","3"
"28171","1"
"28170","1"
"28169","1"
"28168","1"
"28167","1"
"28166","1"
"28165","1"
"28164","3"
"28163","1"
"28162","1"
"28161","1"
"28160","1"
"28159","1"
"28158","1"
"28157","1"
"28156","3"
"28155","3"
"28154","3"
"28153","1"
"28152","12"
"28151","1"
"28150","1"
"28149","1"
"28148","1"
"28147","1"
"28146","1"
"28145","1"
"28144","1"
"28143","3"
"28142","1"
"28141","1,11"
"28140","1"
"28139","1"
"28138","1"
"28137","1"
"28136","1"
"28135","1"
"28134","1"
"28133","1"
"28132","1"
"28131","1"
"28130","1"
"28129","1"
"28128","1"
"28127","3"
"28126","1"
"28125","1"
"28124","1"
"28123","1"
"28122","1"
"28121","1"
"28120","1"
"28119","1"
"28118","1"
"28117","1"
"28116","1"
"28115","1"
"28114","1"
"28113","1"
"28112","1"
"28111","1"
"28110","1"
"28109","1,7"
"28108","1"
"28107","1"
"28106","1"
"28105","1"
"28104","1"
"28103","3"
"28102","1"
"28101","1"
"28100","3"
"28099","1"
"28098","1"
"28097","3"
"28096","1"
"28095","1"
"28094","1"
"28093","1"
"28092","1"
"28091","3"
"28090","3"
"28089","3"
"28088","4"
"28087","1"
"28086","3"
"28085","1"
"28084","1"
"28083","2"
"28082","1"
"28081","1"
"28080","1"
"28079","1"
"28078","1"
"28077","3"
"28076","1"
"28075","1"
"28074","1"
"28073","1"
"28072","1"
"28071","1"
"28070","1"
"28068","1"
"28067","1"
"28066","1"
"28065","1"
"28064","1"
"28063","1"
"28062","1"
"28061","1"
"28060","1"
"28059","1"
"28058","1"
"28057","3"
"28056","1"
"28055","1"
"28054","1"
"28053","1"
"28052","1"
"28051","1"
"28050","1"
"28049","1"
"28048","1"
"28047","1"
"28046","1,11"
"28045","1"
"28044","1"
"28043","3"
"28042","1"
"28041","1"
"28040","1"
"28039","1"
"28038","1"
"28037","3"
"28036","2"
"28035","1"
"28034","1"
"28033","1"
"28032","1"
"28031","1"
"28030","1"
"28029","1"
"28028","1"
"28027","1"
"28026","1"
"28025","1"
"28024","1"
"28023","1"
"28022","1"
"28021","1"
"28020","1"
"28019","1"
"28018","1"
"28017","1"
"28016","1"
"28015","1"
"28014","1"
"28013","1"
"28012","1"
"28011","1"
"28010","1"
"28009","1"
"28008","1"
"28007","1"
"28006","1"
"28005","1"
"28004","1"
"28003","1"
"28002","1"
"28001","1"
"28000","1"
"27999","1"
"27998","1"
"27997","1"
"27996","1"
"27995","1"
"27994","1"
"27993","1"
"27992","1"
"27991","1"
"27990","1"
"27989","1"
"27988","1"
"27987","1"
"27986","1"
"27985","1"
"27984","1"
"27983","1"
"27982","1"
"27981","1"
"27980","1"
"27979","1"
"27978","1"
"27977","1"
"27976","1"
"27975","1"
"27974","1,8"
"27973","1"
"27972","1"
"27971","1"
"27970","1"
"27969","2"
"27968","3"
"27967","1"
"27966","1"
"27965","1"
"27964","1"
"27963","1"
"27962","1"
"27961","1"
"27960","1"
"27959","1"
"27958","1,11"
"27957","1"
"27956","1"
"27955","1"
"27954","1"
"27953","1"
"27952","1"
"27951","1"
"27950","1"
"27949","1"
"27948","2"
"27947","1"
"27946","1"
"27945","1"
"27944","1"
"27943","1"
"27942","1"
"27941","1"
"27940","1"
"27939","1"
"27938","1"
"27937","1"
"27936","1"
"27935","1"
"27934","1"
"27933","1"
"27932","1"
"27931","1"
"27930","1"
"27929","1"
"27928","1"
"27927","1"
"27926","1"
"27925","1"
"27924","1"
"27923","1"
"27922","1"
"27921","1"
"27920","1"
"27919","1"
"27918","1"
"27917","3"
"27916","3"
"27915","1"
"27914","1"
"27913","1"
"27912","1"
"27911","1"
"27910","1"
"27909","1"
"27908","1"
"27907","1"
"27906","1"
"27905","1"
"27904","1"
"27903","1"
"27902","1"
"27901","1"
"27900","1"
"27899","1"
"27898","7"
"27897","1"
"27896","1"
"27895","1"
"27894","1"
"27893","1"
"27892","1"
"27890","1"
"27889","1"
"27888","3"
"27887","1"
"27886","1"
"27885","1"
"27884","1,11"
"27883","1"
"27882","1"
"27881","1"
"27880","1"
"27879","1"
"27878","1"
"27877","1"
"27876","3"
"27875","1"
"27874","3"
"27873","3"
"27872","1"
"27871","1"
"27870","2"
"27869","1"
"27868","1"
"27867","1"
"27866","1"
"27865","1"
"27864","1"
"27863","1"
"27862","1"
"27861","1"
"27860","1"
"27859","1"
"27858","1"
"27857","1"
"27856","1"
"27855","1"
"27854","1"
"27853","1"
"27852","1"
"27851","1"
"27850","1"
"27849","1"
"27848","1"
"27846","1"
"27845","1"
"27844","1"
"27843","1"
"27842","1"
"27841","1"
"27840","1"
"27839","1"
"27838","1"
"27837","1"
"27836","1"
"27835","1"
"27834","1"
"27833","1"
"27832","1"
"27831","1"
"27830","1"
"27829","1"
"27828","1"
"27827","1"
"27826","1"
"27825","1"
"27824","1"
"27823","1"
"27822","1"
"27821","1"
"27820","1"
"27819","1"
"27818","1"
"27817","1"
"27816","1"
"27815","2"
"27814","1"
"27813","1"
"27812","1"
"27811","1"
"27810","2"
"27809","1"
"27808","1,11"
"27807","1"
"27806","1"
"27805","1"
"27804","3"
"27803","1"
"27802","2"
"27801","1"
"27800","1"
"27799","1"
"27798","1"
"27797","1"
"27796","1"
"27795","1"
"27794","1"
"27793","1"
"27792","1"
"27791","1"
"27790","1"
"27789","1"
"27788","1"
"27787","1"
"27786","1"
"27785","1"
"27784","1"
"27783","1"
"27782","1"
"27781","1"
"27780","1"
"27779","1"
"27778","1"
"27777","1"
"27776","1"
"27775","1"
"27774","1"
"27773","1"
"27772","1"
"27771","1"
"27770","1"
"27769","1"
"27768","1"
"27767","1"
"27766","1"
"27765","1"
"27764","1"
"27763","1"
"27762","1"
"27761","1"
"27760","1"
"27759","1"
"27758","1"
"27757","1"
"27756","1"
"27755","1"
"27754","1"
"27753","1"
"27752","1"
"27751","1"
"27750","1"
"27749","1"
"27748","1"
"27747","1"
"27746","1"
"27745","1"
"27744","1"
"27743","1"
"27742","1"
"27741","1"
"27740","1"
"27739","1"
"27738","1"
"27737","1"
"27736","1"
"27735","1"
"27734","1"
"27733","1"
"27732","1"
"27731","1"
"27730","1"
"27729","1"
"27728","1"
"27727","1"
"27726","1"
"27725","1"
"27724","1"
"27723","1"
"27722","1"
"27721","1"
"27720","1"
"27719","1"
"27718","1"
"27717","1"
"27716","1"
"27715","1"
"27714","1"
"27713","1"
"27712","1"
"27711","1"
"27710","1"
"27709","1"
"27708","1"
"27707","1"
"27705","1"
"27704","1"
"27703","1"
"27702","1"
"27701","1"
"27700","1"
"27699","1"
"27698","1"
"27697","1"
"27696","1"
"27695","1"
"27694","1"
"27693","1"
"27692","1"
"27691","1"
"27690","1"
"27689","1"
"27688","1"
"27687","1"
"27686","1"
"27685","1"
"27684","1"
"27683","1"
"27682","1"
"27681","1"
"27680","1"
"27679","1"
"27678","1"
"27677","1"
"27676","1"
"27675","1"
"27674","1"
"27673","1"
"27672","1"
"27671","1"
"27670","1"
"27669","1"
"27668","1"
"27667","1"
"27666","1"
"27665","1"
"27664","1"
"27663","1"
"27662","1"
"27661","1"
"27659","1"
"27658","1"
"27657","1"
"27656","1"
"27655","1"
"27654","1"
"27653","1"
"27652","1"
"27651","1"
"27650","1"
"27649","1"
"27648","1"
"27647","1"
"27646","1"
"27645","1"
"27644","1"
"27643","1"
"27642","1"
"27641","1"
"27640","1"
"27639","1"
"27638","1"
"27637","1"
"27636","1"
"27635","1"
"27634","1"
"27633","1"
"27632","3"
"27631","1"
"27630","2"
"27629","1"
"27628","1"
"27627","1"
"27626","1"
"27625","1"
"27624","1"
"27623","1"
"27622","1"
"27621","1"
"27620","1"
"27619","1"
"27618","1"
"27617","1"
"27616","1"
"27615","1"
"27614","1"
"27613","1"
"27612","1"
"27611","1"
"27610","1"
"27609","1"
"27608","1"
"27607","1"
"27606","1"
"27605","1"
"27604","1"
"27603","1"
"27602","1"
"27601","1"
"27600","1"
"27599","1"
"27598","1"
"27597","1"
"27596","1"
"27595","1"
"27594","1"
"27593","1"
"27592","1"
"27591","1"
"27590","1"
"27589","1"
"27588","1"
"27587","1"
