"id","billed_invoce","paid_date","paid_fees"
"28013","9124","2022-6-30","376.75"
"28014","9222","2022-6-29","456.45"
"28015","8895.09.21","2021-11-15","78"
"28016","9122","2022-6-29","404.05"
"28018","8944.09.21","2021-11-15","15"
"28019","8892.09.21","2021-11-15","150"
"28021","9323","2021-12-10","25"
"28022","9084","2021-11-17","292"
"28026","9322","2022-1-4","83.78"
"28032","9189","2021-10-28","59.44"
"28042","9326","2022-1-3","135.32"
"28044","8769","2021-11-9","135.52"
"28045","9046","2021-10-14","179.27"
"28047","9123","2021-10-18","259.8"
"28050","8894.09.21","2021-11-15","328.2"
"28051","9120","2021-12-2","76.2"
"28052","8962","2021-11-15","194.52"
"28055","9127","2022-2-28","54.78"
"28056","9126","2021-11-15","368.84"
"28057","8907","2021-11-16","168.91"
"28058","8983","2022-2-28","60.29"
"28059","9080","2022-1-5","259.8"
"28060","9329","2021-12-10","263.99"
"28062","9043","2022-2-28","76.2"
"28063","9240","2022-3-15","142.5"
"28064","9236","2022-1-31","211.26"
"28067","9242","2021-12-2","164.94"
"28068","8958","2021-10-18","351.96"
"28071","9239","2021-10-14","152.09"
"28072","8957","2021-11-15","342.65"
"28079","8956","2021-12-2","193.56"
"28080","9076","2022-2-28","365.32"
"28084","8959","2022-1-20","262.27"
"28087","9212.09.21","2022-1-5","28.5"
"28092","9128","2022-2-28","162.9"
"28093","9173","2021-11-15","406.5"
"28094","9252","2021-10-20","312"
"28095","9573","2021-12-10","122.06"
"28096","9356","2021-11-29","413.62"
"28097","8885","2021-10-7","155.82"
"28099","9299","2022-6-2","76.2"
"28102","9243","2021-12-16","253.68"
"28105","9081","2021-10-18","137.4"
"28106","9106","2022-1-5","134.45"
"28107","9256","2021-10-25","214.13"
"28108","9091","2021-10-25","147.6"
"28110","9382","2021-12-9","20"
"28112","9377","2022-1-4","319.26"
"28114","9388","2022-1-19","203.6"
"28115","9348","2022-1-14","200.78"
"28119","9576","2022-1-10","191.36"
"28123","9574","2021-12-15","397.71"
"28124","9350","2022-1-4","33.57"
"28128","8946.09.21","2021-11-15","339"
"28131","9223","2021-12-10","370.96"
"28132","9379","2021-11-9","241.04"
"28136","9166","2021-12-2","76.2"
"28137","9381","2021-12-31","289.03"
"28138","9213.09.21","2021-10-25","15"
"28139","9399","2022-1-31","100.11"
"28140","9177","2022-1-5","185.64"
"28141","9202","2021-10-25","720.61"
"28142","9167","2022-2-28","247.56"
"28143","9347","2021-12-6","65.28"
"28146","8897.09.21","2021-10-25","177"
"28148","8950.09.21","2021-10-25","96"
"28151","8887","2021-10-7","165.77"
"28153","8917.09.21","2021-10-18","64"
"28158","9250","2021-10-18","217.5"
"28159","9300","2021-12-2","123.12"
"28160","9251","2021-10-25","177"
"28161","9151","2021-10-18","225.75"
"28162","9004","2022-1-5","229.2"
"28166","9249","2021-11-15","65.62"
"28168","9175","2022-2-28","354.92"
"28169","9077","2021-11-15","480.52"
"28171","9170","2022-6-30","76.2"
"28173","9165","2021-10-25","15"
"28175","9248","2021-11-15","177"
"28176","8948.09.21","2021-10-25","96"
"28178","9221","2021-10-25","38.62"
"28179","9163","2022-2-28","76.2"
"28180","8951.09.21","2021-11-15","96"
"28181","9295","2021-11-15","76.94"
"28182","9575","2021-12-15","40.8"
"28183","9297","2021-12-2","52.02"
"28187","8915.09.21","2021-10-6","215.01"
"28188","9614","2021-12-21","125.22"
"28193","9069.09.21","2021-12-2","339"
"28194","9308","2022-2-28","406.5"
"28195","8889","2021-10-19","143.49"
"28199","9578","2021-11-17","85.42"
"28200","9266","2021-12-2","460.5"
"28203","9596","2021-12-31","1087.74"
"28207","9078.09.21","2021-12-2","254.93"
"28208","9071.09.21","2021-12-16","15"
"28210","9305","2021-12-28","15"
"28213","9021.09.21","2021-12-16","49.3"
"28215","9306","2021-11-18","177"
"28220","9303","2022-2-28","498.3"
"28221","9310","2021-11-15","224.25"
"28222","9304","2022-2-28","15"
"28227","9045","2022-1-7","79"
"28230","9302","2022-2-28","96"
"28231","9087","2021-10-18","119.63"
"28232","9125","2021-10-18","65.28"
"28237","9301","2021-10-18","90.6"
"28240","9098.09.21","2021-12-2","59.86"
"28243","9067.09.21","2021-12-2","450.38"
"28249","9315","2021-11-18","191.11"
"28253","9082.09.21","2021-11-18","47.65"
"28255","9079.09.21","2021-12-2","15"
"28256","9068.09.21","2021-12-2","86.25"
"28257","9104.09.21","2021-12-2","15"
"28258","9121.09.21","2022-2-28","387.23"
"28261","9184","2021-10-26","79.32"
"28262","9028","2021-11-12","257.73"
"28271","9339","2021-12-2","497.79"
"28273","9216.09.21","2021-11-15","339"
"28277","9219.09.21","2022-1-5","15"
"28278","9332","2021-12-2","339"
"28279","9218.09.21","2022-5-13","39.63"
"28280","9583","2021-12-9","196.8"
"28285","9022.09.21","2021-12-2","180.58"
"28286","9176.09.21","2022-6-22","15"
"28288","9267.09.21","2022-1-20","177"
"28297","9172.09.21","2021-12-2","358.04"
"28298","9174.09.21","2021-11-15","15"
"28299","9215.09.21","2021-12-2","15"
"28301","9330","2021-12-27","285"
"28303","9217.09.21","2021-12-2","349.8"
"28304","9169.09.21","2021-12-2","432.15"
"28305","9681","2021-12-21","20.57"
"28308","9324","2021-11-15","96"
"28310","9307","2021-12-16","681.41"
"28311","9336","2021-10-25","141.36"
"28314","9327","2021-12-2","96"
"28317","9188","2021-12-2","227.69"
"28320","9684","2022-1-19","56.1"
"28321","9031","2021-10-11","227.09"
"28322","9317","2021-11-15","402.3"
"28323","9338","2021-11-15","230.46"
"28326","9580","2021-12-9","44.05"
"28327","9584","2022-1-14","48.17"
"28329","9320","2021-12-2","119.04"
"28330","9334","2021-11-15","15"
"28331","9265.09.21","2021-11-18","508.74"
"28333","9376","2021-10-25","217.5"
"28335","9581","2021-11-29","231.84"
"28342","9030","2021-11-9","329.94"
"28344","9325","2021-12-16","519.45"
"28345","9034",,"161.64"
"28348","9227","2022-1-19","342.55"
"28350","9590","2021-10-25","329.16"
"28353","9586","2021-12-10","237.6"
"28354","9629","2021-12-31","88.18"
"28356","9587.09.21","2021-12-2","120.84"
"28357","9387.09.21","2021-12-27","420"
"28358","9385.09.21","2021-12-2","217.5"
"28362","9390","2021-11-15","258"
"28363","9398","2021-12-2","387.6"
"28364","9383","2021-11-15","524.09"
"28365","9033","2021-10-7","238.31"
"28366","8896","2021-10-21","81.78"
"28368","9289","2021-12-16","339"
"28370","8898","2021-12-2","16.98"
"28371","9597","2022-1-31","82.86"
"28372","9380","2021-11-15","257.76"
"28375","9351","2022-6-2","204"
"28376","9612","2022-1-4","268.45"
"28379","9395","2021-12-2","69"
"28382","9591.09.21","2021-12-2","339"
"28383","9397.09.21","2021-11-15","44.7"
"28385","9389.09.21","2021-12-2","381.38"
"28387","9393.09.21","2021-12-2","159.38"
"28393","9394.09.21","2021-12-2","267.72"
"28394","9589.09.21","2022-1-20","329.91"
"28401","9035","2021-10-7","114.89"
"28404","9594","2022-1-4","217.94"
"28406","9588","2021-10-22","421.92"
"28408","9598.09.21","2021-12-2","170.25"
"28411","9595.09.21","2021-12-2","77.04"
"28412","9602.09.21","2021-12-2","274.88"
"28413","9593.09.21","2021-11-15","15"
"28416","9643","2022-1-5","217.5"
"28417","9605.09.21","2021-12-2","211.93"
"28423","9644","2021-12-16","69"
"28424","9646.10.21","2022-1-5","82.5"
"28432","9601.09.21","2021-11-15","123"
"28434","9649","2022-2-28","848.25"
"28436","9357.09.21","2021-10-18","9.53"
"28437","9653","2021-10-18","53.83"
"28438","9645","2022-2-28","204"
"28443","9232","2021-10-21","163.4"
"28444","9231","2021-12-3","150.64"
"28455","9654.10.21","2022-5-13","183.75"
"28457","9617","2021-10-22","100.55"
"28458","9674","2021-12-2","183.75"
"28470","9671","2021-10-25","191.78"
"28472","9214.09.21","2021-12-2","186.94"
"28473","9648.10.21","2022-4-26","52.5"
"28477","9651","2021-10-25","179.02"
"28482","9673","2021-12-2","290.4"
"28483","9652.10.21","2021-11-18","208.94"
"28484","9650.10.21","2021-12-16","95.12"
"28488","9604","2022-1-10","81.99"
"28489","9641","2022-1-4","59.84"
"28490","9638","2021-11-5","20.29"
"28496","9633","2022-1-31","320.24"
"28497","9700","2021-11-15","215.42"
"28500","9658.10.21","2021-12-2","86.3"
"28501","9657.10.21","2021-12-2","96"
"28502","9204.09.21","2022-1-5","317.26"
"28509","9191","2022-3-15","145.15"
"28510","9691","2022-7-11","360.49"
"28511","9582","2021-10-28","29.56"
"28522","9765","2021-10-28","56.1"
"28525","9659.10.21","2021-12-2","211.83"
"28539","9624","2021-12-10","336.88"
"28541","9702","2022-1-31","170.47"
"28542","9756","2021-11-26","119.68"
"28543","9626","2022-1-4","395.36"
"28546","9718","2021-12-27","160.8"
"28547","9685","2021-12-17","356.72"
"28549","9716","2021-11-15","75.75"
"28552","9711","2021-11-18","1199.11"
"28554","9830.10.21","2022-1-31","412.9"
"28560","9344","2021-10-13","240.65"
"28561","9776","2022-2-22","359.04"
"28564","9715","2021-11-15","96"
"28571","9676","2021-12-6","411.68"
"28573","9720","2022-1-31","177"
"28574","9707","2021-10-25","231.56"
"28578","9672","2021-12-9","38.82"
"28581","9709","2021-11-5","220.44"
"28583","9714","2021-12-31","224.4"
"28584","9760","2021-11-10","179.52"
"28585","9769","2021-11-15","310.33"
"28587","9706","2021-12-31","210"
"28589","9717","2021-10-22","247.08"
"28593","9712","2021-10-22","157.08"
"28601","9660.10.21","2021-10-22","30.88"
"28604","9731","2022-1-31","82.5"
"28605","9733","2021-12-2","306.6"
"28607","9729","2022-2-28","309.84"
"28609","9726","2021-12-2","904.41"
"28616","9738","2021-11-15","74.4"
"28618","9686","2021-12-13","292"
"28623","9719","2022-1-10","486.2"
"28630","9751","2022-2-28","123"
"28631","9637","2022-6-30","663"
"28633","9639","2021-10-25","389.94"
"28634","9750","2021-11-15","191.11"
"28635","9740","2021-12-2","331.71"
"28636","9767","2021-11-22","124.96"
"28637","9748","2022-1-5","90.7"
"28639","9621","2021-12-2","137.4"
"28641","9640","2021-11-18","82.5"
"28642","9806","2021-11-15","106.12"
"28645","9634","2021-10-25","88.38"
"28647","9631","2021-12-2","123.32"
"28650","9688","2021-10-22","79.14"
"28651","9761","2021-11-15","160.8"
"28652","9661.10.21","2021-12-2","177"
"28655","9763","2021-12-2","462.69"
"28657","9642","2021-12-2","101.71"
"28658","9757","2021-12-2","379.5"
"28661","9710","2021-10-29","138.26"
"28670","9690","2022-2-1","92.14"
"28674","9622","2021-10-26","45.36"
"28676","9665.10.21","2021-11-15","301.26"
"28680","9762","2022-2-8","167.55"
"28681","9770","2022-2-2","94.56"
"28687","9662.10.21","2021-12-2","361.5"
"28690","9664.10.21","2021-12-2","96"
"28693","9782","2021-12-2","15"
"28708","9778","2021-10-21","77.49"
"28710","9752","2021-12-20","33"
"28713","9829.10.21","2022-1-20","217.5"
"28714","9773","2021-12-16","474"
"28716","9779","2021-10-25","237.75"
"28719","9698","2021-10-29","63.28"
"28729","9828.10.21","2022-1-20","288.51"
"28732","9789","2021-12-16","217.5"
"28736","9713","2021-10-14","77.49"
"28741","9783","2022-1-5","137.4"
"28745","9863","2021-12-2","39.14"
"28747","9830.10.21","2022-6-29","15"
"28749","9693","2021-10-14","290.89"
"28750","9790","2021-12-2","179.63"
"28752","9668.10.21","2021-10-22","55.5"
"28753","9793","2021-11-18","609"
"28754","9780","2021-11-15","349.8"
"28756","9666.10.21","2022-2-7","128.4"
"28757","9667.10.21","2022-2-28","96"
"28758","9791","2021-10-25","238.18"
"28760","9797","2021-12-2","59.6"
"28761","9816","2021-12-2","258"
"28763","9813","2021-11-15","217.5"
"28764","9795","2021-11-18","96"
"28765","9804","2022-1-25","51.71"
"28767","9847","2022-2-11","33"
"28773","9682","2021-11-15","54.36"
"28778","9831.10.21","2022-1-5","169.25"
"28781","9743","2022-1-31","101.48"
"28787","9745","2021-12-10","126.63"
"28788","9746","2021-12-9","643.64"
"28791","9798","2021-12-2","292.02"
"28792","9785.10.21","2021-12-27","456.18"
"28794","9818","2022-1-20","171.45"
"28797","9787.10.21","2022-6-30","317.4"
"28798","9820","2022-3-28","228.93"
"28800","9788.10.21","2021-12-2","47.4"
"28806","9759","2021-11-9","12.95"
"28807","9826","2021-11-15","128.89"
"28808","9802","2021-11-15","411.9"
"28812","9812.10.21","2022-5-13","217.5"
"28813","9832.10.21","2021-12-2","799.86"
"28815","9817.10.21","2022-1-5","285"
"28819","9794","2021-10-18","60.77"
"28820","9819.10.21","2021-12-16","409.2"
"28821","9833.10.21","2022-5-13","25.8"
"28822","9852","2022-3-15","209.4"
"28823","9803","2021-11-15","90.6"
"28827","9845","2021-10-25","236.57"
"28828","9754","2022-1-3","211.42"
"28829","9873","2021-11-15","15"
"28831","9868","2021-10-18","485.02"
"28836","9792","2021-11-17","165.77"
"28839","9805","2021-11-15","22.56"
"28840","9799","2022-1-21","29.75"
"28842","9777","2021-10-25","172.34"
"28843","9834.10.21","2022-1-5","428.1"
"28844","9842","2022-1-31","212.52"
"28845","9827","2021-12-9","286.87"
"28846","9841","2022-1-31","269.05"
"28847","9824","2022-1-31","316.41"
"28848","9840","2022-2-28","15"
"28849","9825","2021-11-15","356.58"
"28851","9821","2021-11-12","242"
"28852","9796","2021-10-18","33"
"28854","9855","2021-10-25","49.41"
"28855","9835.10.21","2022-6-2","42"
"28857","9853","2021-10-28","75.29"
"28860","9891","2021-12-13","406.4"
"28862","9857","2022-2-28","202.52"
"28863","9858","2022-1-20","462.81"
"28865","9836","2021-12-2","177"
"28866","9838","2021-11-18","89.25"
"28868","9856","2021-11-12","125.23"
"28871","9861","2022-2-7","216.1"
"28873","9849","2022-1-31","207.9"
"28874","9846","2022-1-31","174.74"
"28875","9840   10157","2021-11-15","315.35"
"28876","9860","2022-7-11","197.25"
"28877","9839","2021-11-15","531.81"
"28878","9859","2022-1-20","75.75"
"28889","9871","2021-11-12","83.46"
"28890","9864","2022-1-31","302.53"
"28892","9872","2021-11-9","254.68"
"28893","9865","2022-2-7","101.4"
"28899","9866","2022-1-31","5.44"
"28905","9881","2021-12-8","37.59"
"28906","9878","2022-2-28","498.76"
"28908","9879","2021-12-2","328.2"
"28911","9893","2021-12-3","56.9"
"28912","9882","2022-2-7","90.6"
"28914","9884","2021-11-18","46.45"
"28920","9889","2022-1-14","209.62"
"28921","9892","2022-4-26","196.44"
"28922","9887","2021-12-2","109.06"
"28926","9890","2021-11-26","12.38"
"28928","9900","2022-1-5","386.56"
"28929","9897","2021-11-15","64.47"
"28930","9902","2021-12-2","167.75"
"28931","9899","2021-12-3","49.73"
"28940","9901","2021-11-15","285"
"28943","9957","2021-12-2","96"
"28946","9910","2021-12-2","86.08"
"28947","9929","2021-12-2","346.44"
"28949","9904","2022-3-28","600.9"
"28950","9903","2021-12-16","104.31"
"28952","9907","2021-12-2","83.2"
"28953","9905","2021-11-17","22.42"
"28954","9909","2022-1-20","174.5"
"28955","9944","2021-12-27","33"
"28956","9916","2021-10-29","33.94"
"28959","9914","2021-12-2","12.5"
"28961","9911","2022-2-28","406.5"
"28962","9912","2021-12-2","29.22"
"28965","9915","2022-1-12","151.74"
"28969","9921","2021-12-2","17.01"
"28970","9926","2022-4-26","285"
"28971","9924","2022-1-5","335.62"
"28974","9923","2021-12-7","65.39"
"28976","9932","2022-4-26","679.83"
"28980","9928","2022-1-5","50.17"
"28981","9933","2021-12-2","177"
"28983","9936","2021-11-17","10.31"
"28984","10043","2022-4-4","93.32"
"28985","9938","2021-12-2","109.63"
"28986","9940","2021-12-2","9940"
"28987","9930","2021-12-2","124.2"
"28989","9931","2022-7-11","15"
"28991","9945","2022-1-10","265.98"
"28994","9952","2022-1-21","33"
"28995","9949","2022-2-5","218.02"
"28996","9947","2021-12-27","191.34"
"29000","9951","2022-1-5","160.8"
"29002","9955","2022-1-20","142.58"
"29003","9958","2022-1-31","94.65"
"29010","9954","2021-12-27","37.67"
"29011","9961","2022-4-26","339"
"29013","9959","2021-12-2","232.62"
"29016","9963","2021-11-1","47.69"
"29018","9964","2021-12-2","141"
"29019","9983","2022-4-9","301.65"
"29020","9962","2021-12-2","237.75"
"29021","9965","2021-12-27","64.4"
"29022","9973","2021-12-15","152.83"
"29023","9970","2021-12-2","367.13"
"29026","9972","2021-12-2","300.72"
"29028","9975","2021-12-2","177"
"29030","9985","2022-1-20","94.65"
"29031","9982","2022-1-5","136.5"
"29032","9977","2022-1-20","236"
"29034","9976","2021-11-24","222.01"
"29036","9981","2021-12-2","315.78"
"29037","9984","2021-12-2","177"
"29040","9989","2021-12-2","79.8"
"29045","10000","2022-1-5","112.24"
"29046","9995","2021-12-2","453.75"
"29047","9992","2021-12-2","35"
"29048","9990","2021-12-2","130.63"
"29049","9999","2021-12-2","162.23"
"29050","9986","2022-2-28","17.5"
"29052","9987","2021-11-16","77.84"
"29053","9993","2022-1-5","177"
"29054","9991","2022-2-28","336.84"
"29056","10002","2022-1-15","165.24"
"29059","10001","2022-1-5","237.8"
"29061","10003","2022-1-31","158.1"
"29062","10014","2021-12-27","165.77"
"29070","10009","2022-1-5","79.8"
"29072","10008","2021-12-2","39.3"
"29073","10017","2022-1-5","55.5"
"29075","10012","2021-12-2","96"
"29076","10016","2021-12-21","78.54"
"29077","10005","2022-4-26","75.6"
"29078","10015","2021-12-2","136.5"
"29079","10010","2021-12-2","134.25"
"29086","10011","2021-12-8","20"
"29087","10024","2022-1-26","147.37"
"29090","10027","2022-1-28","16.64"
"29091","10036","2021-12-2","764.8"
"29092","10022","2022-3-28","339"
"29093","10033","2022-1-5","158.37"
"29094","10032","2022-1-20","217.5"
"29095","10025","2022-3-15","247.12"
"29097","10035","2021-12-2","339"
"29098","10029","2022-1-24","128.53"
"29099","10039","2021-11-30","418.32"
"29100","10037","2021-12-16","112.75"
"29104","10040","2022-1-31","48"
"29107","10031","2021-11-10","175.62"
"29109","10028","2022-1-31","702.42"
"29110","10030","2021-12-2","339"
"29111","10026","2022-1-31","372.2"
"29113","10056","2021-11-23","47.69"
"29115","10047","2021-12-2","243.15"
"29119","10045","2022-2-28","217.5"
"29120","10050","2022-1-20","281.22"
"29123","10055","2021-12-3","49.43"
"29125","10052","2021-12-2","320.38"
"29128","10058","2021-12-3","24"
"29129","10057","2021-12-2","96"
"29130","10051","2022-1-31","217.5"
"29135","10066","2022-1-21","51.53"
"29137","10059","2022-1-31","229.68"
"29139","10421","2022-1-5","225.6"
"29144","10063","2022-1-20","240.14"
"29145","10069","2022-1-3","421.85"
"29146","10064","2021-12-2","339"
"29147","10065","2021-11-15","55.44"
"29152","10076","2021-12-2","507.75"
"29153","10071","2021-11-26","70.84"
"29154","10060","2022-1-31","312"
"29155","10078","2021-12-16","143.84"
"29159","10077","2021-12-2","541.5"
"29160","10136","2022-1-26","19.25"
"29164","10079","2021-12-8","41.68"
"29170","10094","2022-1-21","114.31"
"29175","10097","2021-12-15","95.36"
"29197","10159","2022-2-28","102.44"
"29207","10113","2021-12-2","339"
"29209","10117","2021-11-26","228.96"
"29213","10133","2021-12-13","102.15"
"29217","10119","2021-12-2","24.51"
"29223","10270","2021-12-24","90.33"
"29233","10139","2021-12-2","306.18"
"29242","10143","2022-4-9","206.16"
"29243","10146","2022-4-26","217.5"
"29246","10153","2022-1-20","91.02"
"29256","10147","2022-1-31","501"
"29257","10162","2022-1-20","515.31"
"29264","10167","2021-12-6","28.47"
"29269","10165","2022-2-28","61.32"
"29271","10168","2022-7-11","145.41"
"29280","10172","2021-12-2","38.75"
"29283","10228","2021-12-16","122.32"
"29284","10180","2021-12-16","97.76"
"29286","10202","2021-12-16","156.75"
"29296","10182","2022-1-31","10.5"
"29297","10200","2022-1-31","15"
"29298","10184","2022-1-20","541.5"
"29309","10186","2021-12-16","197.32"
"29313","10191","2022-6-2","246.84"
"29316","10205","2022-1-5","15"
"29326","10212","2022-1-31","21"
"29327","10214","2022-2-28","21"
"29328","10213","2022-2-28","21"
"29330","10215","2021-12-6","83.19"
"29331","10222","2021-12-27","501"
"29332","10218","2021-12-16","339"
"29341","10224","2022-7-22","159.9"
"29346","10239","2022-1-25","18.13"
"29356","10234","2021-12-16","83.85"
"29359","10245","2022-2-28","305.34"
"29366","10247","2021-12-27","94.4"
"29368","10243","2022-3-28","37.5"
"29370","10256","2021-12-27","126.89"
"29371","10246","2022-2-7","59.24"
"29374","10279","2022-1-20","125.53"
"29380","10273","2022-1-26","182.45"
"29386","10257","2022-1-28","215.77"
"29392","10259","2021-12-23","144.35"
"29393","10258","2020-1-5","148.31"
"29394","10264","2022-1-20","92.69"
"29397","10262","2022-2-28","276.41"
"29400","10265","2021-12-27","331.28"
"29401","10269","2022-7-11","202.77"
"29404","10274","2021-12-21","90.43"
"29408","10272","2022-1-12","65.83"
"29409","10285","2022-3-15","36"
"29411","10278","2022-2-22","142.09"
"29412","10277","2022-2-22","279.3"
"29413","10297","2022-1-25","172.74"
"29415","10283","2022-1-31","54.13"
"29416","10284","2022-1-31","23.89"
"29417","10290","2022-1-20","286.74"
"29421","10289","2021-12-31","125.87"
"29422","10295","2022-1-5","130.36"
"29426","10298","2022-1-20","130.36"
"29429","10301","2022-1-7","212.28"
"29434","10308","2022-1-20","177"
"29436","10302","2022-2-14","64"
"29438","10303","2022-1-20","177"
"29442","10310","2022-1-20","217.5"
"29445","10407","2022-3-15","59.37"
"29457","10317","2022-1-3","33.67"
"29465","10334","2022-1-25","22.5"
"29466","10328","2022-2-1","39.3"
"29467","10365","2022-3-28","346.95"
"29487","10379","2022-3-28","108"
"29490","10344","2022-2-18","184"
"29495","10339","2022-1-5","92.4"
"29496","10386","2022-1-20","126.48"
"29500","10362","2022-2-1","94.94"
"29504","10400","2022-1-26","48"
"29516","10372","2022-1-20","313.01"
"29521","10360","2022-3-28","86.09"
"29527","10366","2022-2-4","303.65"
"29531","10371","2022-1-19","80.64"
"29545","10389","2022-1-20","65.98"
"29547","10391","2022-1-10","31.13"
"29548","10390","2022-2-28","84.48"
"29549","10392","2022-1-31","63.2"
"29550","10394","2022-1-31","73.48"
"29555","10396","2022-2-28","181.51"
"29556","10399","2022-1-20","96.72"
"29557","10405","2022-3-11","25"
"29558","10398","2022-2-18","10.24"
"29564","10403","2022-6-2","237.6"
"29569","10415","2022-2-2","25.47"
"29580","10420","2022-2-3","33.21"
"29583","10419","2022-3-9","107.64"
"29598","10494","2022-2-7","450"
"29601","10451","2022-3-28","285"
"29604","10462","2022-2-7","236.04"
"29605","10454","2022-2-28","52.6"
"29613","10456","2022-4-9","576.72"
"29641","10466","2022-4-20","196.68"
"29644","10475","2022-2-28","231"
"29649","10476","2022-1-25","121.7"
"29650","10473","2022-2-15","12.38"
"29652","10482","2022-4-9","74.16"
"29657","10486","2022-7-11","108.54"
"29658","10480","2022-2-7","72.36"
"29659","10479","2022-2-28","102.96"
"29661","10491","2022-3-29","451.92"
"29666","10501","2022-2-7","78"
"29672","10503","2022-2-28","10.43"
"29679","10515","2022-2-4","59.17"
"29694","10525","2022-3-15","58.94"
"29695","10524","2022-1-31","46.44"
"29698","10528","2022-2-22","12.86"
"29702","10532","2022-2-7","15"
"29704","10548","2022-2-22","44.55"
"29708","10540","2022-3-15","15"
"29713","10541","2022-2-28","274.8"
"29714","10539","2022-2-28","127.32"
"29719","10542","2022-3-1","66.42"
"29720","10544","2022-2-28","141"
"29738","10557","2022-2-28","141.75"
"29747","10564","2022-2-22","426.66"
"29760","10577","2022-2-28","25.62"
"29761","10578","2022-2-28","197"
"29763","10581","2022-3-15","99.63"
"29788","10620","2022-3-15","45.32"
"29789","10599","2022-3-28","20.1"
"29793","10605","2022-3-15","81.36"
"29801","10610","2022-4-8","104.99"
"29806","10615","2022-4-9","180.28"
"29807","10621","2022-3-15","36"
"29808","10619","2022-3-8","102.43"
"29810","10650","2022-7-12","21.68"
"29813","10633","2022-4-13","220.33"
"29830","10634","2022-7-21","136.82"
"29832","10636","2022-6-20","84"
"29850","10648","2022-4-9","207.9"
"29855","10654","2022-4-12","39.3"
"29860","10652","2022-3-28","142.38"
"29863","10805","2022-4-26","15"
"29871","10662","2022-4-26","64.08"
"29876","10685","2022-3-28","27.49"
"29880","10684","2022-4-9","105.12"
"29881","10687","2022-6-2","103.8"
"29883","10678","2022-5-12","264.78"
"29911","10699","2022-5-13","22.56"
"29916","10693","2022-4-12","39.63"
"29917","10696","2022-3-28","15.03"
"29918","10694","2022-4-8","72.33"
"29921","10736  10737","2022-4-1","355.1"
"29923","10706","2022-4-12","174.87"
"29929","10709","2022-4-26","45.05"
"29930","10705","2022-4-26","41.68"
"29931","10785","2022-5-9","29.7"
"29934","10710","2022-4-1","97.96"
"29935","10719","2022-4-1","63.68"
"29936","10704","2022-6-29","73.58"
"29941","10716","2022-6-2","149.9"
"29950","10728","2022-4-26","62.28"
"29953","10730","2022-6-20","10.81"
"29957","10729","2022-5-13","75.51"
"29958","10727","2022-4-9","108.99"
"29959","10746","2022-5-13","15"
"29960","10734","2022-4-12","75.29"
"29961","10744","2022-4-1","53.74"
"29963","10735","2022-6-2","163.3"
"29966","10757","2022-6-20","265.62"
"29982","10755","2022-4-4","62.42"
"29983","10753","2022-4-9","79.03"
"29985","10756","2022-4-9","71.57"
"29988","10760","2022-4-9","75.49"
"29989","10737","2022-4-12","44.55"
"29994","10758","2022-4-26","153.79"
"29995","10761","2022-6-20","18.77"
"29996","10776","2022-6-21","21.77"
"29998","10766","2022-4-9","59.79"
"30003","10774","2022-4-26","116.78"
"30008","10778","2022-5-19","36"
"30011","10773","2022-6-2","107.01"
"30014","10783","2022-6-28","96.34"
"30018","10790","2022-5-2","10"
"30020","10781","2022-6-28","27.55"
"30021","10782","2022-5-24","72.25"
"30025","10795","2022-5-13","55.37"
"30027","10787","2022-4-26","140.77"
"30031","10811","2022-5-24","32.18"
"30039","10801","2022-4-26","121.42"
"30045","10802","2022-4-26","12.89"
"30047","10803","2022-5-24","43.86"
"30049","10807","2022-5-13","89.54"
"30051","10874","2022-5-13","314.65"
"30054","10818","2022-6-20","94.61"
"30058","10820","2022-5-13","391.8"
"30059","10841","2022-4-26","10.5"
"30063","10813","2022-4-26","115.5"
"30065","10812","2022-6-2","64.44"
"30072","10850","2022-4-26","259.56"
"30073","10845","2022-6-20","265.54"
"30077","10819","2022-4-26","355.13"
"30078","10829","2022-4-12","112.95"
"30085","10833",,"123"
"30087","10843","2022-5-24","145"
"30089","10828","2022-6-16","158.87"
"30096","10842","2022-4-26","105.58"
"30099","10844","2022-4-26","100.46"
"30108","10853","2022-4-26","13.08"
"30125","10862","2022-5-31","43.45"
"30130","10881","2022-4-26","364.73"
"30144","10886","2022-6-20","78.98"
"30150","11041","2022-6-2","87.22"
"30160","10896","2022-6-2","65.1"
"30166","10892","2022-5-13","9.35"
"30169","10908","2022-4-26","264.2"
"30170","10903","2022-7-12","38.92"
"30179","10902","2022-5-9","76.5"
"30182","10900","2022-5-19","15.12"
"30185","10924","2022-5-9","56.88"
"30191","10986","2022-5-13","124.72"
"30196","10912","2022-5-24","134.69"
"30199","10932","2022-5-13","272.47"
"30200","10931","2022-5-2","41.08"
"30229","10947","2022-6-20","142.74"
"30230","11043","2022-5-31","29.7"
"30231","11143","2022-7-4","45.84"
"30244","10955","2022-4-26","127.08"
"30245","10971","2022-5-2","130.14"
"30253","10968","2022-5-31","44.17"
"30254","10980","2022-5-31","29.7"
"30255","10966","2022-5-31","21.23"
"30256","10977","2022-7-20","56.82"
"30266","10992","2022-5-13","34.02"
"30271","11009","2022-7-11","401.5"
"30272","10988","2022-5-19","7.68"
"30277","10989","2022-5-31","23.43"
"30280","10995","2022-7-18","354.58"
"30285","11004","2022-5-13","14.55"
"30289","11001","2022-5-9","134.97"
"30293","11010","2022-5-13","36"
